title,beds,bath,area,adress,type,purpose,flooPlan,url,lastUpdated,price
"1400 Sq Ft Flat Is Ready To Rent In Mirpur, Paikpara",3,3,,"Paikpara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-1792041.html,"May 21, 2022",18 Thousand
1000 SQ FT flat is now available for Rent nearby Lucky Plaza in Double Mooring,2,2,,"Bangladesh Bank Colony, 27 No. South Agrabad Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-1820706.html,"March 2, 2022",10.5 Thousand
At Kajal Shah nearby Mollapara Jame Masjid 900 SQ FT flat is available for rent,2,2,"1,000 sqft","Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1409231-400x300.webp,https://www.bproperty.com/en/property/details-1827581.html,"March 6, 2020",12 Thousand
Near Sree Sree Chatteshwari Kali Temple 1500 Sq Ft Flat For Rent In Chatteshwari Road,3,4,950 sqft,"15 No. Bagmoniram Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1454952-400x300.webp,https://www.bproperty.com/en/property/details-1831878.html,"March 10, 2022",30 Thousand
"Apartment of 1100 SQ FT for rent in Double Mooring, near Ramna Residential Area Jame Masjid",2,2,,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-1834781.html,"September 12, 2022",12 Thousand
Flat For Rent In 22 No. Enayet Bazaar Ward Near Municipal Shopping Complex,3,3,"1,100 sqft","Abedin Colony, 22 No. Enayet Bazaar Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1521123-400x300.webp,https://www.bproperty.com/en/property/details-1894186.html,"September 1, 2022",26 Thousand
Flat For Rent In Saraipara Near Notun Bazar Shahi Jaame Masjid,2,2,,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-1894253.html,"September 22, 2022",11 Thousand
Flat For Rent In Halishahar Near Halishahar B Block Primary School,3,3,,"Road No 2, Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-1898997.html,"March 15, 2022",22 Thousand
"This Ready Apartment At Halishahar, Near Khalpar Mosque Is Up For Rent.",3,3,"1,300 sqft","Road No 2, Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/782299-400x300.webp,https://www.bproperty.com/en/property/details-1993819.html,"March 15, 2022",20 Thousand
Apartment Is 760 Sq. Ft For Rent In Double Mooring Near Agrabad Housing Jame Mosque,2,2,"1,000 sqft","Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1414488-400x300.webp,https://www.bproperty.com/en/property/details-2007963.html,"May 17, 2021",11.5 Thousand
Grab This Lovely Flat For Rent In Uttara Near Insight International School Before It's Rented Out,3,3,"1,500 sqft","Sector 7, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1324538-400x300.webp,https://www.bproperty.com/en/property/details-2011507.html,"March 15, 2020",34 Thousand
"Start Your New Home, In This Flat For rent In Mirpur , Near Bangladesh Adorsho Shikha Niketon High School.",3,2,"1,250 sqft","Block TA, Section 12, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1383024-400x300.webp,https://www.bproperty.com/en/property/details-1956614.html,"September 1, 2022",30 Thousand
Near Bangladesh Adorsho Shikha Niketon High School 850 Sq. ft Flat For Rent In Mirpur,3,2,,"Block TA, Section 12, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-1956615.html,"May 19, 2020",30 Thousand
Check This Apartment Up For Rent At Uttara Near Trust College,2,2,"1,300 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/782299-400x300.webp,https://www.bproperty.com/en/property/details-2018962.html,"March 11, 2022",17 Thousand
Close To Al Amin Hospital (Pvt. ) Limited This Apartment Of 850 Sq. Ft For Rent.,2,2,"1,000 sqft","9 No. North Pahartali Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1516058-400x300.webp,https://www.bproperty.com/en/property/details-2033143.html,"September 20, 2022",12 Thousand
A Worthy 1030 Sq Ft Residential Flat Is Ready For Rent At Sholokbahar Close To Hamidullah Khan Jame Masjid,3,3,950 sqft,"Sholokbahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1383853-400x300.webp,https://www.bproperty.com/en/property/details-2040273.html,"March 10, 2022",17 Thousand
Near To Pubali Bank Limited At Pahartali A Standard Flat Is For Rent,2,2,"1,000 sqft","Pahartali, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1414488-400x300.webp,https://www.bproperty.com/en/property/details-2055785.html,"September 29, 2022",12 Thousand
A 2 Bedroom Residence Is Unoccupied For Rent By Owner Accessible In 24 No. North Agrabad Ward,2,1 Bath,950 sqft,"Ramna Residential Area, Rongipara, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1383853-400x300.webp,https://www.bproperty.com/en/property/details-2058079.html,"March 16, 2022",6.5 Thousand
Apartment For Rent Near Grameen Bank In Uttara,2,2,950 sqft,"Sector 10, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1383853-400x300.webp,https://www.bproperty.com/en/property/details-2063287.html,"March 21, 2022",18 Thousand
"A Beautiful Apartment Is Ready For Rent In Road No 17, Uttara 10",2,2,"1,050 sqft","Sector 10, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1286552-400x300.webp,https://www.bproperty.com/en/property/details-2063286.html,"March 21, 2022",18 Thousand
An Adequate 800 Sq Ft Residential Apartment Is Up For Rent In The Center Of Pahartali Near Bow Bazar Jame Masjid,2,2,"1,200 sqft","Pahartali, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/227605-400x300.webp,https://www.bproperty.com/en/property/details-2063195.html,"September 13, 2022",11 Thousand
"Make this 900 SQ FT apartment your next residing location, which is up to Rent in Uttara, Sector 13",2,2,"1,050 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1286552-400x300.webp,https://www.bproperty.com/en/property/details-2063769.html,"March 11, 2022",17 Thousand
2 Bedroom Nice Flat In North Adabor Is Now For Rent Nearby One Bank Limited,2,2,850 sqft,"Adabor, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1512107-400x300.webp,https://www.bproperty.com/en/property/details-2082364.html,"September 25, 2022",15 Thousand
Ready 770 SQ FT beautiful apartment is now to Rent in Double Mooring,2,2,850 sqft,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1536679-400x300.webp,https://www.bproperty.com/en/property/details-2086028.html,"March 14, 2022",10 Thousand
A worthwhile 670 SQ FT residential flat is ready for rent at 40 No. North Patenga Ward,2,1 Bath,800 sqft,"Hossain Ahmed Para, 40 No. North Patenga Ward, Patenga, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1014176-400x300.webp,https://www.bproperty.com/en/property/details-5105557.html,"March 5, 2022",11 Thousand
Well-constructed And Nicely Planned Flat Of 850 Sq Ft Is Vacant For Rent In North Pirerbag,2,2,"1,100 sqft","North Pirerbag, Pirerbag, Section 1, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1459037-400x300.webp,https://www.bproperty.com/en/property/details-3840561.html,"September 15, 2021",12 Thousand
"3 Bedroom, 2 Bathroom Decent Apartment With A View Is Up For Rent At Joar Shahara Bazar Road.",3,2,850 sqft,"Joar Sahara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1536679-400x300.webp,https://www.bproperty.com/en/property/details-4136201.html,"February 9, 2021",15 Thousand
"Make your residence in a 1000 SQ FT rental flat at Uttara, Sector 12",2,2,850 sqft,"Sector 12, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1536679-400x300.webp,https://www.bproperty.com/en/property/details-5121270.html,"March 18, 2022",15 Thousand
"Picture Yourself, Residing In This Artistically Designed House In Baridhara DOHS For Rent.",4,4,760 sqft,"Baridhara DOHS, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/931218-400x300.webp,https://www.bproperty.com/en/property/details-3832435.html,"February 23, 2022",65 Thousand
"We Offer You This Nice Flat Of 1050 Sq Ft Which Is Up For Rent, In Sholokbahar",2,2,800 sqft,"Sholokbahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1014176-400x300.webp,https://www.bproperty.com/en/property/details-4870991.html,"May 27, 2022",17 Thousand
A Modern Well-planned Flat Of 1050 Sq Ft Is Up For Rent Is Situated In Sholokbahar,2,2,800 sqft,"Sholokbahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1014176-400x300.webp,https://www.bproperty.com/en/property/details-4870994.html,"November 28, 2021",17 Thousand
"This Vacant Apartment Of 1100 Sq Ft Situated In Sholokbahar, Is Up For Rent",2,2,"1,000 sqft","Sholokbahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/467865-400x300.webp,https://www.bproperty.com/en/property/details-4870993.html,"November 28, 2021",17 Thousand
1050 Sq Ft Apartment For Rent At Saraipara,2,2,900 sqft,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1256333-400x300.webp,https://www.bproperty.com/en/property/details-4817739.html,"September 21, 2022",15 Thousand
Find 1500 SQ FT home available to Rent in Uttara 10,3,3,900 sqft,"Sector 10, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1256333-400x300.webp,https://www.bproperty.com/en/property/details-3400545.html,"March 21, 2022",20 Thousand
1000 Sq Ft Flat Is Up For Rent In Mirpur,3,3,950 sqft,"Middle Paikpara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1454952-400x300.webp,https://www.bproperty.com/en/property/details-4867344.html,"April 12, 2022",13 Thousand
In Senpara Parbata this apartment is up for rent which is 1300 SQ FT,3,3,,"Section 10, Mirpur, Dhaka",Apartment,For Rent,,https://www.bproperty.com/en/property/details-4438157.html,"June 21, 2022",21 Thousand
1627 SQ FT road sided apartment for rent in Halishahar,3,3,"1,000 sqft","CEPZ, Bandartila, 39 No. South Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1280817-400x300.webp,https://www.bproperty.com/en/property/details-4778427.html,"April 28, 2022",30 Thousand
"800 Square Feet Apartment Is For Rent In Mirpur, South Monipur",2,2,,"South Monipur, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-5316524.html,"August 20, 2022",11 Thousand
1550 Sq Ft Ready Apartment To Rent In Panchlaish,3,3,"1,000 sqft","Sugandha Residential Area, Panchlaish, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1280817-400x300.webp,https://www.bproperty.com/en/property/details-3670532.html,"August 17, 2021",19 Thousand
Karnaphuly Abashik Elaka Is Granting A Lovely Flat For Rent Which Is 900 Sq Ft,2,2,,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-4994232.html,"December 13, 2021",11 Thousand
"Smartly priced 1200 SQ FT apartment, that you should check in Halishahar",3,2,"1,250 sqft","Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1549009-400x300.webp,https://www.bproperty.com/en/property/details-5333712.html,"August 26, 2021",12 Thousand
"Smartly priced 800 SQ FT flat, that you should check in Halishahar",2,1 Bath,"1,000 sqft","CEPZ, Bandartila, 39 No. South Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1414488-400x300.webp,https://www.bproperty.com/en/property/details-4200734.html,"August 26, 2021",10 Thousand
"Find Your Nook And Vibe With The Ultimate Environment Of This Apartment, Amidst Of Your Monotonous City Life",3,2,"1,240 sqft","Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1014010-400x300.webp,https://www.bproperty.com/en/property/details-5333713.html,"March 28, 2022",12 Thousand
"Look At The View Of This Flat In Halishahar, Available For Rent",3,2,"1,240 sqft","Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1014010-400x300.webp,https://www.bproperty.com/en/property/details-5333711.html,"August 26, 2021",12 Thousand
This 1200 Sq Ft Apartment Is Ready To Rent In Halishahar,3,2,"1,200 sqft","Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1027123-400x300.webp,https://www.bproperty.com/en/property/details-5333710.html,"April 18, 2022",12 Thousand
Evaluate This 1200 Sq Ft Apartment Ready To Rent In Halishahar,3,2,,"Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-5333433.html,"March 4, 2022",12 Thousand
This decent Flat Meeting Your Residential Concerns Is The Perfect Home To You After A Tiresome Day,3,2,"1,150 sqft","Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1344236-400x300.webp,https://www.bproperty.com/en/property/details-5333431.html,"March 4, 2022",12 Thousand
No Place Rather Than Halishahar Does It Better To Provide You With Better Dwelling Affairs,3,2,,"Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/2-240x180.webp,https://www.bproperty.com/en/property/details-5333429.html,"March 4, 2022",12 Thousand
"A Nice 900 Sq. Ft House Is Available For Rent At Al-Falah Housing Society , East Nasirabad With An Affordable Deal.",2,2,"1,200 sqft","Al-Falah Housing Society, East Nasirabad, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1032611-400x300.webp,https://www.bproperty.com/en/property/details-3204155.html,"December 21, 2021",15 Thousand
2 Bedroom Home Which Will Fulfill Your Desired Is Now Vacant For Rent Near By Patharghata Jetaban Shantikunja Buddha Vihara.,2,2,"1,100 sqft","Chotopole, South Agrabad, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/863732-400x300.webp,https://www.bproperty.com/en/property/details-4307140.html,"March 30, 2022",11 Thousand
This 1000 sq. ft home will ensure your good quality of living in Bayazid,3,2,"1,200 sqft","Mohammad Nagar, Bayazid, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/454225-400x300.webp,https://www.bproperty.com/en/property/details-5202973.html,"February 27, 2022",12 Thousand
This Comfortable 2 Bedroom Flat Is Available For Rent In 25 No. Rampur Ward Next To Chand Jamadar Mosque . And This Is Just What You Are Looking For In A Home!,2,2,"1,200 sqft","25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/454225-400x300.webp,https://www.bproperty.com/en/property/details-4984961.html,"June 9, 2022",12 Thousand
"Looking For A Small Family Home To Rent In Mohammad Nagar, Check This One",2,1 Bath,"1,150 sqft","Mohammad Nagar, Bayazid, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/535938-400x300.webp,https://www.bproperty.com/en/property/details-4906856.html,"January 28, 2022",10 Thousand
Be The Resident Of A 600 Sq Ft Flat Which Is Waiting To Get Rented At Joar Sahara,2,1 Bath,"1,150 sqft","Joar Sahara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/535938-400x300.webp,https://www.bproperty.com/en/property/details-4136217.html,"August 31, 2021",12 Thousand
Check this 1110 sq. ft flat for rent which is in Double Mooring,3,2,"1,100 sqft","Halishahar Road, South Agrabad, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1344059-400x300.webp,https://www.bproperty.com/en/property/details-5239111.html,"February 26, 2022",24 Thousand
Affordable and nice flat is up for rent in South Agrabad which is 1065 SQ FT,3,2,700 sqft,"Halishahar Road, South Agrabad, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1004358-400x300.webp,https://www.bproperty.com/en/property/details-3447919.html,"August 31, 2021",20 Thousand
